# id:4-4-4 
-0.06,0.76,1
0.01,0.5,1
0.24,-0.95,-1
-0.13,-0.88,-1
-0.33,-0.12,-1
0.2,0.25,1
0.45,-0.08,1
0.56,-0.86,-1
0.21,0.21,1
0.13,0.76,1
0.5,-0.3,1
0.64,0.71,1
-0.64,-0.05,1
-0.18,0.82,1
0.35,-0.51,-1
0.58,0.7,1
-0.06,0.14,1
-0.3,-0.3,-1
-0.93,0.91,1
-0.87,0.03,1
-0.63,-0.47,-1
-0.64,-0.84,-1
0.86,-0.48,1
0.41,0.35,1
0.08,-0.3,-1
0.63,-0.73,-1
0.44,0.22,1
-0.84,0.92,1
0.03,1,1
0.11,-0.88,-1
-0.06,-0.5,-1
0.47,-0.14,1
0.72,-0.28,1
-0.1,-0.88,-1
0.92,0.2,1
0.42,-0.17,1
-0.39,-0.73,-1
-0.04,-0.57,-1
-1,0.46,1
-0.05,-0.43,-1
-0.08,0.51,1
0.43,-0.02,1
-0.9,-0.31,1
0.3,0.6,1
0.85,0.51,1
0.09,-0.08,-1
-0.39,0.54,1
0.35,-0.5,-1
-1,-0.5,1
-0.34,0.45,1
0.45,-0.64,-1
-0.27,0.8,1
-0.12,0.9,1
0.75,0.2,1
-0.26,0.04,1
-0.07,-0.87,-1
0.96,-0.26,1
0.25,-0.91,-1
-0.03,-0.9,-1
-0.85,-0.24,1
0.92,-0.79,1
0.18,-0.06,-1
0.43,0.83,1
-0.64,0.57,1
-0.1,-0.69,-1
-0.06,0.24,1
0.91,0.2,1
-0.59,-0.56,-1
0.42,0.42,1
-0.08,0.58,1
0.87,0.49,1
0.18,-0.34,-1
-0.72,-0.92,-1
0.3,-0.55,-1
0.5,0.35,1
-0.25,-0.71,-1
-0.88,-0.81,-1
-0.77,-0.39,1
-0.56,-0.98,-1
-0.25,-0.06,1
0.84,-0.2,1
0.12,0.98,1
0.35,-0.74,-1
0.41,0.56,1
0.03,0.06,1
-0.03,0.81,1
-0.85,0.93,1
-0.47,-0.84,-1
0.36,-0.39,-1
0.6,0.37,1
0.41,0.2,1
-0.3,-0.69,-1
-0.34,0.67,1
-0.3,0.08,1
0.2,-0.89,-1
0.04,0.08,1
0.18,0.24,1
0.51,0.78,1
-0.55,0.13,1
0.42,-0.28,-1
0.34,-0.88,-1
-0.95,-0.17,1
-0.26,0.49,1
0.71,-0.81,-1
-0.78,0.39,1
0.81,-0.57,1
0.19,0.61,1
-0.5,0.11,1
0.99,0.56,1
-0.93,-0.02,1
0.53,-0.69,-1
-0.82,-0.64,1
0.15,0.11,1
0.79,-0.19,1
0.51,0.04,1
0.33,-0.16,-1
-0.76,-0.98,-1
-0.61,-0.47,-1
-0.69,-0.49,-1
0.37,-0.42,-1
0.15,-0.9,-1
0.06,-0.72,-1
0.8,0.44,1
-0.99,0.23,1
-0.58,-0.27,1
-0.78,-0.94,-1
-0.55,-0.7,-1
-0.73,-0.31,1
0.22,0.01,1
0.72,-0.62,-1
0.2,0.53,1
0,-0.41,-1
0.16,-0.62,-1
-0.57,-0.61,-1
-0.49,-0.18,1
0.64,0.04,1
0.6,0.49,1
0.58,0.77,1
-0.91,-0.01,1
0.12,-0.3,-1
-0.27,0.91,1
-0.56,-0.1,1
-0.56,-0.94,-1
0.89,-0.51,1
-0.45,0.01,1
0.95,-0.36,1
0.41,-0.77,-1
0.16,0.82,1
0.62,0.92,1
0.08,0.03,1
-0.08,0.76,1
-0.71,-0.8,-1
-0.75,-0.35,1
-0.4,-0.47,-1
0.34,0.08,1
-0.11,0.03,-1
0.5,-0.57,-1
0.58,0.6,1
0.44,0.21,1
-0.72,-0.72,-1
0.83,0.21,1
0.28,0.5,1
0.64,0.75,1
-0.95,-0.66,1
-0.04,0.69,1
-0.12,-0.42,-1
0.45,-0.93,-1
-0.76,0.66,1
-0.13,0.09,1
0.4,0.37,1
-0.03,0.2,1
-0.71,-0.52,-1
0.82,-0.89,-1
1,-0.84,1
-0.3,0.13,1
-0.51,-0.99,-1
0.32,0.46,1
-0.42,0.71,1
0.44,-0.43,-1
0.51,0.98,1
0.86,-0.06,1
0.42,0.23,1
-0.53,0.05,1
0.28,0.05,1
-0.57,0.75,1
0.27,-0.76,-1
-0.31,0.57,1
-0.83,-0.86,-1
0.33,0.59,1
0.57,0.09,1
0.18,-0.05,1
0.99,-0.64,1
0.28,-0.16,1
-0.31,-0.89,-1
-0.74,-0.46,-1
-0.03,0.82,1
0.7,-0.5,-1
0.89,-0.32,1
0.77,-1,-1
-0.77,0.57,1
-0.33,-0.26,-1
-0.95,-0.27,1
-0.33,-0.99,-1
-0.67,-0.3,1
0.05,-0.03,1
0.51,0.94,1
-0.78,0.64,1
-0.5,0.52,1
-0.07,0.29,1
-0.06,0.53,1
-0.97,-0.8,1
-0.93,-0.75,1
-0.52,-0.08,1
0.73,0.26,1
0.08,-0.7,-1
-0.01,0.82,1
-0.29,-0.97,-1
-0.07,-0.46,-1
0.83,0.47,1
-0.27,-0.59,-1
0.21,-0.56,-1
-0.58,-0.48,-1
-0.63,0,1
-0.68,-0.27,1
-0.01,0.82,1
-0.39,-0.2,-1
-0.82,0.51,1
0.39,-0.57,-1
-0.9,-0.74,-1
-0.89,0,1
0.65,-0.8,-1
0.39,-0.38,-1
0.38,-0.01,1
-0.72,0.32,1
-0.55,-0.69,-1
-0.08,-0.08,-1
0.21,0.1,1
0.54,-0.52,-1
-0.6,-0.41,-1
-0.26,-0.29,-1
0.5,-0.64,-1
-0.31,0.75,1
-0.59,0.12,1
0.13,0.41,1
-0.42,0.86,1
0.86,-0.22,1
0.93,0.99,1
0.51,0.53,1
0.52,0.93,1
0.8,-0.33,1
0.07,-0.84,-1
-0.45,-0.14,-1
-0.35,0.27,1
0.75,-0.6,-1
-0.84,-0.01,1
-0.11,-0.16,-1
-0.47,-0.23,1
0.29,-0.73,-1
-0.47,0.79,1
-0.64,0.59,1
-0.1,-0.34,-1
0.8,0.22,1
-0.56,0.87,1
-0.79,0.62,1
0.38,0.78,1
-0.59,-0.34,-1
-0.78,0.2,1
-0.99,-0.51,1
0.34,0.02,1
-0.41,0.38,1
-0.5,-0.73,-1
-0.41,-0.93,-1
0.53,-0.48,-1
0.75,-0.27,1
-0.65,-0.89,-1
0.96,-0.48,1
-0.61,-0.26,1
0.6,-0.24,1
0.07,-0.9,-1
-0.66,-0.31,1
0.2,0.2,1
-0.29,0.79,1
0.45,0.32,1
-0.96,0.06,1
-0.74,0.41,1
-0.75,0.36,1
-0.09,0.76,1
-0.23,0.35,1
0.12,-0.58,-1
-0.52,-0.23,1
0.22,0.97,1
-0.77,-0.33,1
0.33,-0.88,-1
-0.06,-0.84,-1
0.29,-0.58,-1
0.75,-0.32,1
-0.27,0.59,1
-0.55,-0.64,-1
-0.07,0.48,1
0.51,0.96,1
-0.22,0.18,1
0.24,0.42,1
0.5,-0.25,-1
0.06,0.7,1
0.69,-0.02,1
0.73,-0.27,1
0.13,0.46,1
-0.72,0.92,1
-0.21,-0.16,-1
0.73,-0.65,-1
0.42,0.13,1
0.09,-0.63,-1
0.43,0.87,1
0.89,-0.07,1
-0.49,-0.38,-1
0.57,-0.66,-1
0.31,0.47,1
-0.38,0.75,1
-0.7,-0.46,-1
0.47,-0.74,-1
-0.42,0.69,1
-0.13,-0.23,-1
-0.42,-0.81,-1
0.04,-0.92,-1
0.19,-0.4,-1
-0.68,-0.84,-1
-0.82,0.47,1
0.52,-0.91,-1
-0.25,-0.6,-1
-0.16,0.88,1
0.27,-0.55,-1
-0.16,0.33,1
-0.21,0.92,1
-0.39,-0.05,1
0.36,-0.86,-1
-0.28,-0.54,-1
-0.57,-0.35,-1
0.61,-0.83,-1
-0.47,-0.07,1
1,0.77,1
0.72,0.04,1
0.13,0.88,1
0.31,-0.33,-1
0.68,0.29,1
-0.87,-0.36,1
0.19,0.37,1
-0.6,0.8,1
0.1,0.41,1
0.9,0.94,1
0.1,0.94,1
-0.83,0.66,1
0.71,-0.22,1
-0.44,-0.92,-1
0.33,0.76,1
0.05,0.9,1
-0.09,0.08,1
0.24,0.49,1
-0.78,-0.42,1
0.38,-0.52,-1
0.46,0.58,1
0.31,0.76,1
-0.82,0.46,1
-0.05,-0.99,-1
-0.62,0.35,1
0.1,-0.61,-1
-0.54,0.3,1
0.19,-0.47,-1
0.71,-0.24,1
0.64,-0.87,-1
0.5,0.6,1
0.29,-0.1,-1
-0.27,0.09,1
-0.04,-0.97,-1
0.27,-0.59,-1
0.35,0.52,1
0.31,0.98,1
-0.66,0.16,1
-0.13,-0.13,-1
0.99,-0.5,1
0.58,1,1
-0.26,0.29,1
0.68,-0.99,-1
-0.94,-0.02,1
-0.54,-0.75,-1
-0.79,0.6,1
-0.65,-0.1,1
0.8,0.25,1
0.77,-0.88,-1
-0.51,-0.9,-1
0.37,0.68,1
0.83,-0.58,1
0.2,-0.91,-1
0.66,-0.85,-1
-0.86,-0.38,1
0.05,-0.17,-1
0.47,0.19,1
0.87,-0.02,1
0.43,-0.26,-1
0.86,0.24,1
-0.22,-0.4,-1
0.7,-0.57,1
0.91,0.64,1
-0.88,0.29,1
0.33,0.43,1
-0.21,-0.53,-1
0.85,0.95,1
0.8,0.82,1
0.01,0.24,1
-0.67,0.09,1
0.78,0.87,1
-0.11,0.57,1
-0.58,0.47,1
-0.95,0.6,1
0.85,-0.07,1
-0.74,0.73,1
0.51,0.57,1
0.95,0.36,1
0.36,-0.63,-1
0.52,-0.3,1
-0.08,-0.52,-1
-0.07,0.37,1
0.37,0.8,1
0.45,0.85,1
-0.2,0.7,1
0.59,0.97,1
-0.15,0.47,1
-0.94,0.42,1
0.08,-0.23,-1
0.35,-0.71,-1
-0.3,0.22,1
0.93,-0.86,-1
-0.28,0.52,1
-0.01,-0.04,-1
-0.15,0.77,1
0.66,0.36,1
-0.83,-0.79,-1
-0.74,-0.73,-1
0.72,0.35,1
0.54,-0.3,1
-0.95,0.41,1
0.06,0.34,1
0.44,-0.95,-1
0.6,0.04,1
0.61,0.9,1
0.33,0.55,1
0,0.73,1
-0.86,0.99,1
-0.3,0.71,1
-0.96,0.24,1
0.67,0.29,1
-0.48,-0.65,-1
0.52,0.79,1
-0.98,0.39,1
0.5,0,1
-0.27,-0.68,-1
0.33,0.32,1
-0.87,0.47,1
0.2,-0.83,-1
0.63,-0.79,-1
-0.25,0.89,1
0.28,-0.6,-1
0.14,0.92,1
0.06,0.94,1
-0.99,0.43,1
-0.13,-0.84,-1
0.28,0.49,1
0.41,0.62,1
0.52,-0.18,-1
0.34,-0.55,-1
-0.61,0.2,1
-0.26,-0.52,-1
0.44,0.62,1
0.94,-0.32,1
0.81,-0.31,1
-0.32,0.57,1
0.88,-0.16,1
-0.61,-0.76,-1
-0.63,0.77,1
-0.47,0.11,1
-0.11,0.5,1
0.13,-0.76,-1
0.78,0.69,1
-0.66,0.62,1
-0.16,0.43,1
-0.23,-0.9,-1
-0.13,0.99,1
-0.55,-0.63,-1
0.66,-0.25,1
0.69,0.28,1
-0.84,-0.83,-1
0.85,0.31,1
-0.99,0.09,1
0.8,0.43,1
-0.74,-0.74,-1
0.42,0.04,1
-0.86,0.91,1
0.71,-0.65,-1
0.53,-0.99,-1
0.11,0.71,1
0.8,0.87,1
0.99,0.72,1
-0.59,0.74,1
-0.47,0.53,1
-0.74,0.79,1
0.42,0.21,1
-0.33,0.35,1
0.92,0.06,1
0.54,-0.42,-1
0.92,0.69,1
0.58,0.49,1
0.41,0.47,1
-0.46,0.89,1
-0.24,-0.58,-1
-0.59,-0.32,1
-0.67,-0.91,-1
0.29,-0.24,-1
-0.85,-0.32,1
0.38,-0.78,-1
-0.39,-0.87,-1
0.55,0.71,1
-0.65,0.11,1
-0.12,0.65,1
0.14,-0.59,-1
-0.07,-0.17,-1
-0.49,0.17,1
0.3,-0.55,-1
0.44,-0.39,-1
-0.36,0.99,1
-0.57,-0.41,-1
0.91,-0.86,-1
-0.14,-0.51,-1
0.3,0.38,1
0.62,-0.48,-1
-0.65,0.46,1
0.77,0.97,1
0.27,0.27,1
0.54,-0.29,1
-0.51,0.35,1
0.66,0.78,1
-0.04,0.69,1
0.98,-0.46,1
-0.91,0.85,1
0.87,0.46,1
-0.95,0.81,1
0.08,0.58,1
0.26,-0.15,-1
0.9,-0.62,1
0.15,-0.12,-1
-0.62,-0.47,-1
-0.8,0.5,1
-0.83,0.47,1
-0.36,0.57,1
-0.52,0.43,1
-0.15,0.49,1
-0.33,-0.44,-1
-0.55,0.83,1
0.5,0.72,1
0.26,-0.13,1
-0.63,0.25,1
0.26,0.46,1
0.84,0.63,1
-0.04,-0.74,-1
0.92,-0.25,1
-0.67,0.6,1
-0.44,-0.74,-1
-0.65,-0.29,1
0,-0.79,-1
-0.97,0.48,1
0.95,0.85,1
-0.62,0.11,1
-0.68,-0.05,1
0.74,0.91,1
-0.29,0.83,1
0.11,-0.85,-1
0.01,-0.29,-1
0.46,0.07,1
0.74,-0.93,-1
0.74,-0.9,-1
-0.39,-0.96,-1
-0.28,-0.57,-1
-0.71,-0.25,1
0.5,-0.52,-1
-0.04,0.2,1
0.17,-0.7,-1
-0.03,0.31,1
0.04,-0.23,-1
0.82,-0.49,1
-0.19,-0.75,-1
0.29,-0.14,-1
0.61,0.59,1
0.04,0.89,1
0.43,0.38,1
0.72,-0.67,-1
0.83,0.51,1
-0.92,-0.52,1
0.07,0.52,1
0.11,0.34,1
0.24,-0.85,-1
0.47,0.44,1
0.74,0.05,1
-0.56,-0.91,-1
0.91,0.53,1
0.86,0.24,1
-0.01,0.06,1
-0.56,0.15,1
0.2,-0.79,-1
-0.26,0.33,1
-0.21,-0.44,-1
0.1,-0.98,-1
-0.74,0.77,1
0.02,-0.79,-1
0.66,-0.89,-1
0.68,0.97,1
-0.98,-0.04,1
0.89,0.41,1
-0.77,-0.39,1
-0.91,0.35,1
0.29,-0.87,-1
-0.35,0.23,1
0.45,0.5,1
0.3,-0.49,-1
0.25,-0.83,-1
-0.29,0.85,1
0.43,0.88,1
0.2,0.77,1
-0.89,1,1
0.25,-0.92,-1
0.72,0.38,1
-0.26,-0.98,-1
0.8,0.48,1
-0.38,-0.23,-1
0.65,-0.99,-1
-0.21,-0.27,-1
0.91,-0.84,-1
0.98,0.36,1
0.46,0.47,1
0.55,-0.28,-1
-0.02,-0.57,-1
-0.45,0.18,1
0.35,-0.03,1
0.66,0.59,1
-0.53,0.24,1
0.46,-0.97,-1
-0.7,0.94,1
0.02,0.92,1
0.51,0.38,1
0.99,-0.08,1
-0.44,0.9,1
-0.49,-0.56,-1
-0.51,0.8,1
0.95,0.45,1
-0.84,0.92,1
-0.59,0.38,1
0.39,0.68,1
-0.48,-0.3,1
0.01,-0.8,-1
-0.02,-0.81,-1
0.66,-0.25,1
-0.23,0.27,1
0.07,0.76,1
-0.67,0.7,1
0.18,0.86,1
0.28,-0.74,-1
0.4,0.66,1
0.46,-0.83,-1
0.44,0.19,1
-0.21,-0.84,-1
0.07,0.83,1
0.24,-0.4,-1
0.86,0.67,1
-0.74,1,1
-0.88,0.18,1
0.9,-0.55,1
0.04,0.86,1
0.87,0.31,1
0.4,-0.25,-1
0.12,0.54,1
0.05,-0.39,-1
0.72,0.85,1
0.66,0.71,1
0.35,0.97,1
-0.27,-0.92,-1
0.98,0.99,1
0.49,0.03,1
-0.35,-0.1,1
1,-0.71,1
-0.49,0.42,1
0.21,-0.54,-1
0.72,-0.82,-1
-0.17,0.85,1
0.6,0.19,1
-0.63,0.93,1
-0.69,0.91,1
-0.28,0.4,1
-0.03,-0.95,-1
-0.47,-0.96,-1
-0.16,-0.44,-1
-0.31,0.77,1
0.15,0.49,1
0.46,-0.69,-1
0.47,0.92,1
0.44,-0.72,-1
